UNIPROT	TARGET	DRUG
P36952	T72779	D0P7JE
Q9NYA1	T86014	D00YNY
Q9NYA1	T86014	D05SLY
Q9NYA1	T86014	D08SND
Q9NYA1	T86014	D02YQJ
Q9NYA1	T86014	D0O0JH
Q9NYA1	T86014	D0HI1K
Q9NYA1	T86014	D03YOS
Q9NYA1	T86014	D0VB2X
Q9NYA1	T86014	D0DG7E
Q9NYA1	T86014	D02DLL
Q9NYA1	T86014	D04VDD
Q9NYA1	T86014	D07QBL
Q9NYA1	T86014	D0G2TX
Q9NYA1	T86014	D0H1BQ
Q9NYA1	T86014	D0HM6Q
Q9NYA1	T86014	D0QT5B
Q9NYA1	T86014	D0RE9W
Q9NYA1	T86014	D0TR9T
Q9NRA0	T31989	D0X6BX
Q9NRA0	T31989	D0H2LN
Q9NRA0	T31989	D0E3LA
Q9NRA0	T31989	D01UUZ
Q9NRA0	T31989	D0TC4I
Q9NRA0	T31989	D01XSX
Q9NRA0	T31989	D0M9DT
P51688	T64645	D3W5TL
P51688	T64645	DQ62VF
P51688	T64645	D0Q5BK
P51688	T64645	D5DAR1
Q01082	T27826	D01QKZ
O15269	T30817	D0Q7JJ
P21549	T06365	D0M9WX
Q13501	T17367	D02NEZ
P12931	T85943	D0VF6E
P12931	T85943	D0N8TQ
P12931	T85943	D0X7IC
P12931	T85943	D03YUW
P12931	T85943	D03EHM
P12931	T85943	D0Y1SR
P12931	T85943	D0Q7TO
P12931	T85943	D0C2GE
P12931	T85943	D08RZB
P12931	T85943	D06CYG
P12931	T85943	D00TVY
P12931	T85943	D0T5OS
P12931	T85943	D0V6UC
P12931	T85943	D0D1FK
P12931	T85943	D0L4NP
P12931	T85943	D09NGN
P12931	T85943	D03DEX
P12931	T85943	D05GYO
P12931	T85943	D0AJ4T
P12931	T85943	D0R1PD
P12931	T85943	D01JJR
P12931	T85943	D0U8UH
P12931	T85943	D0M5RA
P12931	T85943	D09WNM
P12931	T85943	D02IYN
P12931	T85943	D07HBR
P12931	T85943	D0N4FS
P12931	T85943	D03NCK
P12931	T85943	D0S9LT
P12931	T85943	D02HOG
P12931	T85943	D0U5KF
P12931	T85943	D0TC1E
P12931	T85943	D05YQC
P12931	T85943	D02TIO
P12931	T85943	D0U7BY
P12931	T85943	D0R7BX
P12931	T85943	D0KS2T
P12931	T85943	D0R2AT
P12931	T85943	D06QUQ
P12931	T85943	D06WGX
P12931	T85943	D0YZ7H
P12931	T85943	D0Q2UZ
P12931	T85943	D09DVB
P12931	T85943	D0A2LX
P12931	T85943	D07ERV
P12931	T85943	D0W7LW
P12931	T85943	D01IZN
P12931	T85943	D02SRA
P12931	T85943	D0B4PI
P12931	T85943	D0BS6R
P12931	T85943	D0H1OK
P12931	T85943	D0S3FW
P12931	T85943	D03OKV
P12931	T85943	D07RQB
P12931	T85943	D0P5ST
P12931	T85943	D03NPX
P12931	T85943	D0D8ZN
P12931	T85943	D07LYJ
P12931	T85943	D04QUI
P12931	T85943	D0P2QG
P12931	T85943	D01GNF
P12931	T85943	D03GQI
P12931	T85943	D0LP2M
P12931	T85943	D01IDD
P12931	T85943	D0A5MG
P12931	T85943	D0J4RY
P12931	T85943	D09QKH
P12931	T85943	D08WEV
P12931	T85943	D0K9TT
P12931	T85943	D0OB0M
P12931	T85943	D0W6WU
P12931	T85943	D0MI2W
P12931	T85943	D08YUQ
P12931	T85943	D0O8BX
P12931	T85943	D04QEW
P12931	T85943	D0GN1A
P12931	T85943	D0U1BA
P12931	T85943	D06MYD
P12931	T85943	D08AWZ
P12931	T85943	D0LK4J
P12931	T85943	D0A5IW
P12931	T85943	D00JID
P12931	T85943	D0P3JW
P12931	T85943	D0S1KJ
P12931	T85943	D0GW4Q
P12931	T85943	D0Z7GH
P12931	T85943	D0OH3J
P12931	T85943	D0D5EW
P12931	T85943	D0CE3R
P12931	T85943	D0GT8N
P12931	T85943	D0D8OY
P12931	T85943	D0D3RL
P12931	T85943	D0D9PD
P12931	T85943	D0BU6T
P12931	T85943	D0H3XF
P12931	T85943	D0M9QM
P12931	T85943	D0OG1Q
P12931	T85943	D03XDN
P12931	T85943	D09WPN
P12931	T85943	D0RE4L
P12931	T85943	D06CIJ
P12931	T85943	D05YEI
P12931	T85943	D7M8LI
P12931	T85943	DS7CY4
P12931	T85943	D0M0XB
P12931	T85943	D0G2CG
P12931	T85943	D0J1GR
P12931	T85943	D0MW0N
P12931	T85943	D0TY3L
P12931	T85943	D07DIM
P12931	T85943	D0OB0F
P12931	T85943	D03MNN
P12931	T85943	D0E6XR
P12931	T85943	D0H8KG
P12931	T85943	D0VI7E
P12931	T85943	D0QD5Y
P12931	T85943	D02VDD
P12931	T85943	D0Q5JV
P12931	T85943	D09RTW
P12931	T85943	D0M9YZ
P12931	T85943	D0M5AG
P12931	T85943	D07QBF
P12931	T85943	D0AK1F
Q9H3Y6	T03023	D09ADW
Q96SB4	T94201	D0J1JB
Q96SB4	T94201	D86ILE
Q96SB4	T94201	D0LA9D
Q96SB4	T94201	D03OBN
Q96SB4	T94201	D0NY4A
P78362	T58924	D07ADX
Q9GZT4	T00477	D0U6DZ
Q9GZT4	T00477	D08JNG
Q2FV99	T89573	D8WBZ2
P51649	T13259	D0B5YS
P51649	T13259	D0L7RB
P51649	T13259	D06VNK
P51649	T13259	D06EMT
P30872	T16633	D06WYG
P30872	T16633	D00MGT
P30872	T16633	D0R7OD
P30872	T16633	D0O2DN
P30872	T16633	D05PKR
P30872	T16633	D0P3WF
P30872	T16633	D0N4LH
P30872	T16633	D0S7YR
P30872	T16633	D0R0OX
P30872	T16633	D0N2MA
P30872	T16633	D0A1XX
P30872	T16633	D02OJQ
P30872	T16633	D06WCI
P30872	T16633	D0H4WH
P30872	T16633	D02WOX
P30872	T16633	D07DUF
P30872	T16633	D0R4IS
P30872	T16633	D04EWA
P30872	T16633	D03SXC
P30872	T16633	D0CC1P
P30872	T16633	D07OSF
P30872	T16633	D03DRL
P30872	T16633	D01NID
P30872	T16633	D0A0DO
P30872	T16633	D05XZA
P30872	T16633	D0W0AF
P30872	T16633	D06JWT
P30872	T16633	D09LHN
P30872	T16633	D0I9ME
P30872	T16633	D0BE3D
P30872	T16633	D0Z0OF
P30872	T16633	D03VHX
P30872	T16633	D0C5RH
P30872	T16633	D0J5OY
P30872	T16633	D0Z3LZ
P30872	T16633	D04FPW
P30872	T16633	D09DAC
P30872	T16633	D04ORV
P30872	T16633	D02NJV
P30872	T16633	D0Z1XY
P30872	T16633	D0B5AZ
P30872	T16633	D0T5RO
P30872	T16633	D05EKM
P30872	T16633	D0TV0C
P30872	T16633	D0DQ7V
P30872	T16633	D06JFI
P30874	T53024	D0HY4Q
P30874	T53024	D06WYG
P30874	T53024	D0R7OD
P30874	T53024	D07WRP
P30874	T53024	D02EWR
P30874	T53024	D0P3WF
P30874	T53024	D05CRG
P30874	T53024	D0K9TS
P30874	T53024	D09EIG
P30874	T53024	D0GN3M
P30874	T53024	D0Y1PT
P30874	T53024	D00OSB
P30874	T53024	D02IXC
P30874	T53024	D0O4GU
P30874	T53024	D02OJQ
P30874	T53024	D06WCI
P30874	T53024	D0H4WH
P30874	T53024	D0C5RH
P30874	T53024	D0J5OY
P30874	T53024	D0Z3LZ
P30874	T53024	D09DAC
P30874	T53024	D04ORV
P30874	T53024	D0WG0O
P30874	T53024	D0M5LA
P30874	T53024	D0B5AZ
P30874	T53024	D0T5RO
P30874	T53024	D05COQ
P30874	T53024	D0P6ZZ
P30874	T53024	D02CQW
P30874	T53024	D05EKM
P30874	T53024	D0PX7X
P30874	T53024	D0Z4CY
P30874	T53024	D2L8NT
P30874	T53024	D02XIY
P30874	T53024	D0M2YE
P30874	T53024	D0TV0C
P30874	T53024	D1HEN2
P30874	T53024	D9E6KQ
P30874	T53024	D06JFI
P32745	T13644	D06WYG
P32745	T13644	D0R7OD
P32745	T13644	D02MLI
P32745	T13644	D05JKQ
P32745	T13644	D01BWV
P32745	T13644	D05JMJ
P32745	T13644	D0P3WF
P32745	T13644	D0N2MA
P32745	T13644	D02OJQ
P32745	T13644	D06WCI
P32745	T13644	D0H4WH
P32745	T13644	D02WOX
P32745	T13644	D0W0AF
P32745	T13644	D0Z0OF
P32745	T13644	D0C5RH
P32745	T13644	D0J5OY
P32745	T13644	D0Z3LZ
P32745	T13644	D04FPW
P32745	T13644	D09DAC
P32745	T13644	D04ORV
P32745	T13644	D02NJV
P32745	T13644	D0H0DC
P32745	T13644	D0B5AZ
P32745	T13644	D0T5RO
P32745	T13644	D05COQ
P32745	T13644	D02CQW
P32745	T13644	D05EKM
P32745	T13644	D0TV0C
P32745	T13644	D06JFI
P31391	T62974	D0M5VV
P31391	T62974	D06WYG
P31391	T62974	D0R7OD
P31391	T62974	D05CEM
P31391	T62974	D04QBM
P31391	T62974	D06AVM
P31391	T62974	D0P3WF
P31391	T62974	D0K9TS
P31391	T62974	D09EIG
P31391	T62974	D07FYX
P31391	T62974	D0S0AK
P31391	T62974	D0GN3M
P31391	T62974	D0Y1PT
P31391	T62974	D0R0OX
P31391	T62974	D0A1XX
P31391	T62974	D02OJQ
P31391	T62974	D06WCI
P31391	T62974	D0H4WH
P31391	T62974	D03DRL
P31391	T62974	D0W0AF
P31391	T62974	D09LHN
P31391	T62974	D0C5RH
P31391	T62974	D0J5OY
P31391	T62974	D0Z3LZ
P31391	T62974	D09DAC
P31391	T62974	D04ORV
P31391	T62974	D02NJV
P31391	T62974	D0WG0O
P31391	T62974	D0H0DC
P31391	T62974	D0B5AZ
P31391	T62974	D0T5RO
P31391	T62974	D05EKM
P31391	T62974	D0U0CF
P31391	T62974	D06JFI
P35346	T64830	D06WYG
P35346	T64830	D0R7OD
P35346	T64830	D05PKR
P35346	T64830	D0P3WF
P35346	T64830	D02IXC
P35346	T64830	D0O4GU
P35346	T64830	D02OJQ
P35346	T64830	D06WCI
P35346	T64830	D0H4WH
P35346	T64830	D0C5RH
P35346	T64830	D0J5OY
P35346	T64830	D0Z3LZ
P35346	T64830	D09DAC
P35346	T64830	D04ORV
P35346	T64830	D0B5AZ
P35346	T64830	D0T5RO
P35346	T64830	D05COQ
P35346	T64830	D02CQW
P35346	T64830	D0H6LR
P35346	T64830	D05EKM
P35346	T64830	D0TV0C
P35346	T64830	D06JFI
Q08945	T88322	D0Z0XM
Q08945	T88322	D0C8ES
Q9Y5Y6	T31543	D0W2SV
Q9Y5Y6	T31543	D00LOL
Q9Y5Y6	T31543	D07OQF
Q9Y5Y6	T31543	D07SFI
Q9Y5Y6	T31543	D0SP2I
Q9Y5Y6	T31543	D01TWD
Q9Y5Y6	T31543	D0PY4S
Q9Y5Y6	T31543	D0RN9V
Q9Y5Y6	T31543	D0CN2Q
Q9Y5Y6	T31543	D0U4EO
Q9NY57	T01255	D0RJ8J
Q9Y2H1	T37417	D0RO9R
P42229	T20027	D0TU0X
P42229	T20027	D01BVU
P42229	T20027	D02MAG
P42229	T20027	D0T8PK
P42229	T20027	D0W5GX
P42224	T64205	D03WRN
P42224	T64205	D0TU0X
P42224	T64205	D0EZ6V
P42224	T64205	D01BVU
P42224	T64205	D0JF5K
P42224	T64205	D0XQ3F
P40763	T29130	D06PZK
P40763	T29130	D01RCM
P40763	T29130	D01FFC
P40763	T29130	D3U8YR
P40763	T29130	DN81JB
P40763	T29130	DLJN17
P40763	T29130	D0D9LJ
P40763	T29130	D0E7IM
P40763	T29130	D0H7DM
P40763	T29130	D0IV4C
P40763	T29130	D0P7IL
P40763	T29130	DUI59O
P40763	T29130	D02MRN
P40763	T29130	D01IGZ
P40763	T29130	D05QDC
P40763	T29130	D0TU0X
P40763	T29130	D08EID
P40763	T29130	D0WD1Z
P40763	T29130	D0ZQ8T
P40763	T29130	D03VMP
P40763	T29130	D0EZ6V
P40763	T29130	D08ETA
P40763	T29130	D0Y0OQ
P40763	T29130	D0U7LL
P40763	T29130	D0QR1I
P40763	T29130	D06RBL
P40763	T29130	D01BVU
P40763	T29130	D00FUZ
P40763	T29130	D02CJU
P40763	T29130	D02ILH
P40763	T29130	D02KDA
P40763	T29130	D03ARS
P40763	T29130	D03HEP
P40763	T29130	D03XAK
P40763	T29130	D04ANB
P40763	T29130	D04GVY
P40763	T29130	D08-Sep
P40763	T29130	D09BOL
P40763	T29130	D09CKU
P40763	T29130	D09SYX
P40763	T29130	D09ZCV
P40763	T29130	D0D8RR
P40763	T29130	D0DC3S
P40763	T29130	D0ET3L
P40763	T29130	D0EV5U
P40763	T29130	D0EW9W
P40763	T29130	D0EX9O
P40763	T29130	D0FH4G
P40763	T29130	D0IC8O
P40763	T29130	D0J1US
P40763	T29130	D0KP0U
P40763	T29130	D0M5AR
P40763	T29130	D0M8OV
P40763	T29130	D0MA8T
P40763	T29130	D0S0UL
P40763	T29130	D0T1GB
P40763	T29130	D0V3PA
P40763	T29130	D0V7HS
P40763	T29130	D0V7NH
P40763	T29130	D0WW1Z
P40763	T29130	D0X6QQ
P40763	T29130	D0XQ3F
P40763	T29130	D0Y2PO
P40763	T29130	D0Y3DN
P40763	T29130	D0Z8BD
P40763	T29130	D0ZS8Q
P40763	T86803	D0B4MK
P40763	T86803	D0W2FY
P40763	T86803	D0O3DZ
P40763	T86803	D07XRC
P40763	T86803	D03MRO
P40763	T86803	D09YBP
P40763	T86803	D0E3ZU
P40763	T86803	D09CLC
Q9UHE8	T91286	D0O6YE
Q9UHE8	T91286	DAX06Q
Q86WV6	T99338	DP2F6W
Q86WV6	T99338	D7CI5F
Q86WV6	T99338	DA79HM
Q86WV6	T99338	DUA7N4
Q86WV6	T99338	DQ6J0W
Q86WV6	T99338	D4JU8H
Q86WV6	T99338	DTYQ45
Q86WV6	T99338	DUR0F6
Q86WV6	T99338	D2KOX5
Q86WV6	T99338	DO7D1L
Q86WV6	T99338	DC37YW
Q86WV6	T99338	D0N6VS
Q86WV6	T99338	DQ4OU8
Q86WV6	T99338	DCIX20
O75716	T04303	D0RO9R
Q9BYT3	T17552	D01TDV
Q9NRP7	T79824	D09RYV
Q15208	T03581	D0R3MO
Q13043	T47164	D0A7HY
P16949	T62739	DSE59Z
P00779	T67364	D0X9PA
P00779	T67364	D0Y6DO
P08842	T33489	D0R7QY
P08842	T33489	D07GRM
P08842	T33489	D02UVH
P08842	T33489	D09ROV
P08842	T33489	D0W6GB
P08842	T33489	D03XJE
P08842	T33489	D00AON
P08842	T33489	D0D1CV
P08842	T33489	D01ACT
P08842	T33489	D0T5OD
P08842	T33489	D03NUT
P08842	T33489	D0U7PV
P08842	T33489	D0P9ZV
P08842	T33489	D00OZS
P08842	T33489	D0P6IO
P08842	T33489	D06YDQ
P08842	T33489	D06SMY
P08842	T33489	D0B1JM
P08842	T33489	D0G8HD
P08842	T33489	D04HNO
P08842	T33489	D05TRN
P08842	T33489	D06DVJ
P08842	T33489	D06ADL
P08842	T33489	D02RJA
P08842	T33489	D0S5BA
P08842	T33489	D0AL2D
P08842	T33489	D05KKB
P08842	T33489	D04YVS
P08842	T33489	D0M2WG
P08842	T33489	D0B2XN
P08842	T33489	D0Y9SI
P08842	T33489	D09BUM
P08842	T33489	D06IMK
P08842	T33489	D08BTV
P08842	T33489	D0G1XC
P08842	T33489	D0FH1V
P08842	T33489	D0N8VZ
P08842	T33489	D0S3RZ
P08842	T33489	D00LFX
P08842	T33489	D0I4LL
P08842	T33489	D05NJI
P08842	T33489	D0I3RN
P08842	T33489	D04ZND
P08842	T33489	D0Y6OA
P08842	T33489	D07ZNI
P08842	T33489	D0E6OC
Q6ZWJ1	T82372	D0G9WZ
Q6ZWJ1	T82372	D07JFD
Q6ZWJ1	T82372	D0Y5GA
Q6ZWJ1	T82372	D0RD7X
Q6ZWJ1	T82372	D0G0JO
Q6ZWJ1	T82372	D06LLJ
Q6ZWJ1	T82372	D0L6SQ
Q6ZWJ1	T82372	D0M2JM
Q6ZWJ1	T82372	D06DMI
P09386	T71011	D03VCF
Q9BXA5	T70633	D02FGK
Q9BXA5	T70633	D0GC5Y
Q8IWU5	T86321	D7M3JN
P63165	T99765	D4UFT5
O43463	T39519	D04FNI
Q7L0J3	T73676	D0L9AJ
Q7L0J3	T73676	DCA5M2
Q7L0J3	T73676	D0CT4D
Q7L0J3	T73676	D0E1XL
P07814	T67416	D0U3KP
P41252	T46515	D0N1BC
P09436	T41820	D0F1AX
P09436	T41820	D09XUY
P00956	T27445	D03JSJ
P00956	T27445	D0N1BC
P9WFV1	T02584	DUSB35
A6QHU1	T67282	D09DUQ
A6QHU1	T67282	D00NXM
A6QHU1	T67282	D05VGL
Q9A178	T27198	D0Z2KB
Q9A178	T27198	D0V2YR
Q9A178	T27198	D07YXL
Q9A178	T27198	D01GXL
P37840	T03644	D05VAE
P37840	T03644	D01UYA
P37840	T03644	DIW37N
P37840	T03644	D05AEE
P37840	T03644	D0TU9W
P37840	T03644	D4N2JV
P48775	T44818	D9Y2KA
P48775	T44818	DZ8UP4
P48775	T44818	D83YSR
P48775	T44818	DZK24C
P48775	T44818	D9P8LE
P48775	T44818	DB53NH
P48775	T44818	D9S7XO
P48775	T44818	D0F4MN
P48775	T44818	D0JB1V
P48775	T44818	D04BZI
P48775	T44818	D04MIQ
P48775	T44818	D05TIP
P48775	T44818	D05ZGX
P48775	T44818	D0E8XV
P48775	T44818	D0F4VD
P48775	T44818	D0FF6H
P48775	T44818	D0HV0Y
P48775	T44818	D0RA7I
P21731	T76198	D02IBM
P21731	T76198	D0OE2Z
P21731	T76198	D0X5MA
P21731	T76198	D0RI3H
P21731	T76198	D09XLT
P21731	T76198	D00GTU
P21731	T76198	D0P3HG
P21731	T76198	D03BNO
P21731	T76198	D03PLH
P21731	T76198	D09TWW
P21731	T76198	D05TNX
P21731	T76198	D0BN1U
P21731	T76198	D0O9ES
P21731	T76198	D07FLX
P21731	T76198	D08TWT
P21731	T76198	D07WQV
P21731	T76198	D0Q9SC
P21731	T76198	D08MNO
P21731	T76198	D0W7RI
P21731	T76198	D0Y6LS
P21731	T76198	D05LWE
P21731	T76198	D09IRF
P21731	T76198	D0LC8Z
P21731	T76198	D09NFY
P21731	T76198	D0XB3U
P21731	T76198	D00OXH
P21731	T76198	D09YJR
P21731	T76198	D07JSK
P21731	T76198	D03ZVW
P21731	T76198	D0J5QW
P21731	T76198	D0X8QI
P21731	T76198	D0U7HD
P21731	T76198	D0E8JL
P21731	T76198	D03KST
P21731	T76198	D0H5KO
P21731	T76198	D0H5PG
P21731	T76198	D00VQI
P21731	T76198	D06UCV
P21731	T76198	D01LPX
P21731	T76198	D0B9NA
P21731	T76198	D04SPK
P21731	T76198	D0Z5VQ
P21731	T76198	D01HRR
P21731	T76198	D00HTY
P21731	T76198	D0D9LB
P21731	T76198	D0YP0C
P21731	T76198	D0K2NA
P21731	T76198	D0RU7T
P21731	T76198	D0B2WK
P21731	T76198	D00KHD
P21731	T76198	D07JKY
P21731	T76198	D0WH9U
P21731	T76198	D0GC5H
P21731	T76198	D0WL5V
P21731	T76198	D0E3BH
P21731	T76198	D0I4DQ
P21731	T76198	D0E3UM
P21731	T76198	D03QGL
Q96RJ0	T99524	D0O9ZY
Q96RJ0	T99524	D0C5RZ
Q96RJ0	T99524	D05GOP
Q96RJ0	T99524	D07BAH
Q96RJ0	T99524	D0HR1V
Q96RJ0	T99524	D0L4ZK
Q96RJ0	T99524	D04ZKY
Q96RJ0	T99524	D0CZ5Z
Q96RJ0	T99524	D04IUB
Q96RJ0	T99524	D05BMG
Q96RJ0	T99524	D00DEF
Q96RJ0	T99524	D0T3LF
Q96RJ0	T99524	D0W1RY
Q9P1P4	T82922	D0XO7J
O14804	T60362	D0S5DR
O14804	T60362	D04DOV
Q9Y6A5	T90286	D0VF6E
P09758	T17629	DOS62C
P40200	T36479	DY36LD
Q13148	T08014	D05XDZ
Q7L7X3	T97016	D08HFG
Q9H2K8	T63682	D0T8NU
P04608	T93783	D0O7QV
P04608	T93783	D0X3XE
P04608	T93783	D09QOF
P04608	T93783	D0W5QJ
P04608	T93783	D0XP3W
P04608	T93783	D0Y2NU
P04608	T93783	D08HZC
P04608	T60568	D0JZ8X
P04608	T56636	D0K5EP
P10636	T45593	D03LGX
P10636	T45593	D0D2GZ
P10636	T45593	D0T9PL
P10636	T45593	D0P8YJ
P10636	T45593	D02DZK
P10636	T45593	D01EJG
P10636	T45593	D0I8FS
P10636	T45593	D00GXL
P10636	T45593	D02IJA
P10636	T45593	D0V1FF
P10636	T45593	D05XDZ
P10636	T45593	D5FSV8
P10636	T11824	D0I3LY
Q9H4B7	T84397	D01WYV
Q9H4B7	T84397	D05CHN
Q9H4B7	T84397	D03UDW
Q9H4B7	T84397	D0K8LB
Q13885	T28661	D03CYV
Q13885	T28661	D0C6EW
Q13885	T28661	D07UWD
Q13885	T28661	D0S6FK
Q13885	T28661	D0VH8A
Q13885	T28661	D0W5RQ
Q13885	T28661	D0OW6Q
Q13885	T28661	D02XKD
Q13885	T28661	D03NTD
Q13885	T28661	D0LH3S
Q13885	T28661	D0X9OV
Q13885	T28661	D0PF3J
Q13885	T28661	D0W9MM
Q9UHD2	T63024	D06ZIO
Q9UHD2	T63024	D03BJF
Q9UHD2	T63024	D0YU2R
Q9UHD2	T63024	D09FGW
Q9UHD2	T63024	D00PFT
Q9UHD2	T63024	D02EHR
Q9UHD2	T63024	D09JVJ
Q9UHD2	T63024	D09WTI
Q9UHD2	T63024	D0D2LC
Q9UHD2	T63024	D0IF0T
Q9UHD2	T63024	D0IF3G
Q9UHD2	T63024	D0J4GP
Q9UHD2	T63024	D0JU7T
Q9UHD2	T63024	D0SA6L
Q9UHD2	T63024	D0SM9Y
Q9UHD2	T63024	D0TK5U
O15178	T54093	D0S9WW
P0C6D6	T56824	DL74RO
P13693	T77473	D01CEQ
P13385	T47864	D08IRG
P42680	T15848	D01RHR
P42680	T15848	D06BJG
P42680	T15848	D09PIS
P24821	T86254	D07ZKK
P24821	T86254	D06JAL
P24821	T86254	D0G1IG
P24821	T86254	D0F1ZI
P55072	T12646	D08OOJ
P55072	T12646	DFC0V4
O14746	T48945	D08ZRW
O14746	T48945	D07SQW
O14746	T48945	D0E8ZH
O14746	T48945	D0X5LN
O14746	T48945	D0Y2RR
O14746	T48945	D09PHV
O14746	T48945	D01BAK
O14746	T48945	D04KDW
O14746	T48945	D07DAX
O14746	T48945	D00FCF
O14746	T48945	D0T2JN
O14746	T48945	D01MWX
O14746	T48945	D0KQ6U
O14746	T48945	D01TRI
O14746	T48945	D0S6JQ
O14746	T48945	D0WJ5T
O14746	T48945	D0D0OX
O14746	T48945	D00EWP
O14746	T48945	D0F5MA
O14746	T48945	D0C0TI
O14746	T48945	D05IBW
O14746	T48945	D05RCG
O14746	T48945	D0B2YF
O14746	T48945	D0G7NE
O14746	T48945	D0G6CD
O14746	T48945	D04SKW
O14746	T48945	D06TSI
O14746	T48945	D06GHM
O14746	T48945	D0C9HB
O14746	T48945	D00SLR
O14746	T48945	D0Y5IW
O14746	T48945	D0Z5AO
O14746	T48945	D0VR4A
O14746	T48945	D0IT1P
O14746	T48945	D02ZIO
O14746	T48945	D07ZRU
O14746	T48945	D03SFB
O14746	T48945	D0P7KL
O14746	T48945	D0EB4X
O14746	T48945	D0JR3Y
O14746	T48945	D0M7VY
O14746	T48945	D09VFQ
O14746	T48945	D0Q8SP
O14746	T48945	D04STF
O14746	T48945	D0M6GY
O14746	T48945	D0T1ZM
O14746	T48945	D01AAD
O14746	T48945	D09IJN
O14746	T48945	D0I6UM
O14746	T48945	D04LTV
O14746	T48945	D02CSC
O14746	T48945	D0I0CU
O14746	T48945	D05LEO
O14746	T48945	D07VLY
O14746	T86052	D0E6BA
O14746	T86052	D0XI2Z
O14746	T86052	D01GEO
O14746	T86052	D08UZL
O14746	T86052	D04HDZ
O14746	T86052	D0RH3S
O14746	T86052	D03BKV
O14746	T86052	D04VVD
O14746	T86052	D07JRL
O14746	T86052	D0D8ZK
O14746	T86052	D0I8BH
O14746	T86052	D09NFW
O14746	T86052	D0I6RI
O14746	T86052	D0NT1S
O14746	T86052	D04XEQ
O14746	T86052	D0N0QC
O14746	T86052	D0W8WB
Q15569	T49542	D0F6NZ
Q15569	T49542	D0FC4Y
Q15569	T49542	D0S0XD
Q96S53	T23785	D0F6NZ
Q96S53	T23785	D0FC4Y
Q96S53	T23785	D0S0XD
P15923	T31665	D0KF3D
P15923	T31665	D06LWP
P15923	T31665	D0Z6AS
P15923	T31665	D09EQS
P15923	T31665	D02PGM
P04155	T38159	D0IJ0F
P10646	T78890	D0X4ZV
P10646	T78890	D0U0XL
P10646	T78890	D0B7VK
P10646	T78890	D19OMU
P02786	T33976	D58AMF
P13726	T83192	D07GWZ
P13726	T72702	D0M4VZ
P13726	T72702	D0H8PX
P13726	T72702	D0E2LH
P13726	T72702	D04DKL
P13726	T77236	D06WQP
P13726	T77236	D0L5WS
P13726	T77236	D0B5IL
P13726	T77236	D0T0IX
P13726	T77236	D0L4OT
P13726	T77236	D0X6WQ
P13726	T77236	D05OIU
P13726	T77236	D06XCD
P01135	T00033	D08EIK
P01137	T97257	D08OLR
P01137	T97257	D0U3DX
P01137	T97257	DFZJ79
P01137	T97257	DKCI94
P01137	T97257	D0C4WC
P01137	T97257	D06TFI
P01137	T97257	D0DP3V
P01137	T97257	D02WCI
P61812	T14143	D0PR9I
P61812	T14143	D08KSU
P61812	T44771	DO5H6K
P61812	T44771	D0N5AY
P61812	T44771	D03OTH
P10600	T22978	D0P9YQ
P36897	T53389	D0S5TT
P36897	T53389	D0I4VX
P36897	T53389	D00ZFC
P36897	T53389	D0J6JC
P36897	T53389	D0QJ4Y
P36897	T53389	D0V8AC
P36897	T53389	D06CMG
P36897	T53389	D06KKN
P36897	T53389	D0F2MP
P36897	T53389	D05NEC
P36897	T53389	D06BDC
P36897	T53389	D0XB4P
P36897	T53389	D05BMP
P36897	T53389	D07ZMW
P36897	T53389	D0XL7C
P36897	T53389	D0H5CE
P36897	T53389	D0H6ZP
P36897	T53389	D0C3AD
P36897	T53389	D0K6YK
P36897	T53389	D03ANS
P36897	T53389	D0Q5UH
P36897	T53389	D0V3OJ
P36897	T53389	D0I4LB
P36897	T53389	D0ID0R
P36897	T53389	D0C7WP
P36897	T53389	D02USG
P36897	T53389	D06BGZ
P36897	T53389	DQ5Y6Z
P36897	T53389	DNI28K
P36897	T53389	D06FAA
P36897	T53389	D0MR0B
P36897	T53389	D06TFI
P37173	T49989	D06KKN
P37173	T49989	D0PP6Y
P37173	T49989	D0F2MP
P37173	T49989	D06BDC
P37173	T49989	D0P7KU
P21980	T05387	D0C7LS
P21980	T05387	D1Y6RQ
P21980	T05387	D0UR1H
P21980	T05387	D0VC9V
P21980	T05387	D0S4YD
P21980	T05387	D0W5ND
P21980	T05387	D0Y7FK
P21980	T05387	D0QX6W
P21980	T05387	D0KK6L
P21980	T05387	D0G0EG
P21980	T05387	D05ZTV
P21980	T05387	D06TXR
P21980	T05387	D0J4IP
P21980	T05387	D0U6CU
P21980	T05387	D0GR1X
P21980	T05387	D0IQ8I
P21980	T05387	D0EZ6C
P21980	T05387	D0H4PF
P21980	T05387	D0Y6TX
P21980	T05387	D01EKS
P21980	T05387	D08QGR
P21980	T05387	D06YBF
P21980	T05387	D0MF2V
P21980	T05387	D0G3QD
P21980	T05387	D02LBZ
P21980	T05387	D0RX6D
P21980	T05387	D0DK4I
P21980	T05387	D0EA3E
P21980	T05387	D0C2QU
P21980	T05387	D00SAH
P21980	T05387	D02OXG
P21980	T05387	D02XDG
P21980	T05387	D03JCI
P21980	T05387	D04LLK
P21980	T05387	D04MQZ
P21980	T05387	D08UFW
P21980	T05387	D0A9OC
P21980	T05387	D0CL1D
P21980	T05387	D0H2DL
P21980	T05387	D0IE9E
P21980	T05387	D0K6SZ
