UNIPROT	TARGET	DRUG
Q15172	T57291	D0W4IL
P01911	T44068	D0JP4H
P01911	T44068	D0A9ED
P01911	T44068	D0D6AC
P01911	T44068	D0J2CR
P01911	T44068	D03BZW
P01911	T44068	D04JGC
P01911	T44068	D02QPP
P01911	T44068	D0A4FU
P01911	T44068	D04HXF
P01911	T44068	D0L5MW
P01911	T44068	D0T2RY
P01911	T44068	D0XX5S
P01911	T44068	D0F7BV
P01911	T44068	D0CY4V
P01911	T44068	D01VAB
P01911	T44068	D0I2XM
P01911	T44068	D0P9KA
P01911	T44068	D0P5FA
P01911	T44068	D0H9MA
P01911	T44068	D05NZV
P01911	T44068	D03MZJ
P01911	T44068	D00IUG
P01911	T44068	D03XTC
P01911	T44068	D03ROX
P01911	T44068	D04VMT
P01911	T44068	D0L5FY
P01911	T44068	D07MOX
P01911	T44068	D0F2PO
P01911	T44068	D03GCJ
P01911	T44068	D04PHC
P01911	T44068	D05UVD
P01911	T44068	D04JEE
P01911	T44068	D0J7RK
P01911	T44068	D06KYN
P01911	T44068	D0W8SB
P01911	T44068	D02YYF
P01911	T44068	D0KD1U
P01911	T44068	D0Z1UA
P01911	T44068	D0I2MK
P01911	T44068	D01UXC
P01911	T44068	D0K3ZR
P01911	T44068	D0HD9K
P01911	T44068	D0X2MB
P01911	T44068	D01JFT
P01911	T44068	D0A6CQ
P01911	T44068	D05ZJG
P01911	T44068	D06VFO
P01911	T44068	D01JGV
P01911	T44068	D0I8FI
P01911	T44068	D02FCQ
P01911	T44068	D05SHK
P01911	T44068	D04YJU
P14060	T40628	D06LVG
P14060	T40628	D0M8RO
P14060	T40628	D0T5MO
P14060	T40628	D08WDY
P14060	T40628	D0Q5FV
P14060	T40628	D09SWM
P14060	T40628	D05ZPJ
Q13542	T80011	D0FI9M
Q13542	T80011	D0W3RV
Q13542	T80011	D0QE7H
Q13542	T80011	D08HQI
P08195	T46263	D0OQ5R
P08908	T78709	D0XK0T
P08908	T78709	D06FKC
P08908	T78709	D04YJO
P08908	T78709	D0P1XQ
P08908	T78709	D03ICS
P08908	T78709	D0C5GF
P08908	T78709	D0Z7KW
P08908	T78709	D06BYY
P08908	T78709	D0D9YW
P08908	T78709	D0QM3E
P08908	T78709	D0R3GW
P08908	T78709	D03DET
P08908	T78709	D0W1HM
P08908	T78709	D0MU4A
P08908	T78709	D01HRV
P08908	T78709	D0KJ4Q
P08908	T78709	D0Z1OF
P08908	T78709	D0U0VH
P08908	T78709	D00GSD
P08908	T78709	D0X4PH
P08908	T78709	D0CK9K
P08908	T78709	D0T4PS
P08908	T78709	D07XUM
P08908	T78709	D07GXY
P08908	T78709	D0MA8C
P08908	T78709	D03FKF
P08908	T78709	D0K0FI
P08908	T78709	D0O3GF
P08908	T78709	D0Y4MC
P08908	T78709	D00FHZ
P08908	T78709	D0G7NW
P08908	T78709	D0E1PL
P08908	T78709	D0Z1LY
P08908	T78709	D0H3YR
P08908	T78709	D03TDN
P08908	T78709	D04TVG
P08908	T78709	D0J3ZK
P08908	T78709	D0O8QJ
P08908	T78709	D00XVV
P08908	T78709	D02UWB
P08908	T78709	D07LRJ
P08908	T78709	D0M2ZE
P08908	T78709	D0F6CD
P08908	T78709	D08BCF
P08908	T78709	D0V3XU
P08908	T78709	D09WIL
P08908	T78709	D05EQG
P08908	T78709	D03ESA
P08908	T78709	D02CTZ
P08908	T78709	D0V4RP
P08908	T78709	D06VPR
P08908	T78709	D0D2PL
P08908	T78709	D0R5WX
P08908	T78709	D05CGI
P08908	T78709	D04ZMS
P08908	T78709	D04JZJ
P08908	T78709	D03LDH
P08908	T78709	D00VHW
P08908	T78709	D07GQP
P08908	T78709	D0W2YN
P08908	T78709	D0PN8D
P08908	T78709	D06ROA
P08908	T78709	D02NNS
P08908	T78709	D0O4BC
P08908	T78709	D08EFH
P08908	T78709	D0S8KA
P08908	T78709	D0I0ML
P08908	T78709	D0Y9TL
P08908	T78709	D08VGJ
P08908	T78709	D03ZHB
P08908	T78709	D0LG8A
P08908	T78709	D07ROK
P08908	T78709	D06FWM
P08908	T78709	D0K6XD
P08908	T78709	D0XX2U
P08908	T78709	D04TPO
P08908	T78709	D09MGF
P08908	T78709	D0A7AK
P08908	T78709	D0RQ8R
P08908	T78709	D00JJO
P08908	T78709	D04TQF
P08908	T78709	D01KAX
P08908	T78709	D01WWC
P08908	T78709	D06DSX
P08908	T78709	D00UIN
P08908	T78709	D07IWZ
P08908	T78709	D02YCY
P08908	T78709	D0KX3X
P08908	T78709	D0CA9H
P08908	T78709	D04ZPF
P08908	T78709	D00DEH
P08908	T78709	D01MBF
P08908	T78709	D0F9QT
P08908	T78709	D0M3TK
P08908	T78709	D0N2RJ
P08908	T78709	D05LJC
P08908	T78709	D08JLB
P08908	T78709	D0IC4J
P08908	T78709	D04NKQ
P08908	T78709	D0Y5CG
P08908	T78709	D03DQQ
P08908	T78709	D09IIH
P08908	T78709	D0ZU5W
P08908	T78709	D07DWS
P08908	T78709	D04NDO
P08908	T78709	D0E6PQ
P08908	T78709	D00KRQ
P08908	T78709	D01YNZ
P08908	T78709	D0W8YO
P08908	T78709	D0CG2Y
P08908	T78709	D0K6ZT
P08908	T78709	D0F6GB
P08908	T78709	D0KT2M
P08908	T78709	D00FMX
P08908	T78709	D0R3TA
P08908	T78709	D00HCC
P08908	T78709	D0S4JT
P08908	T78709	D0Z5GR
P08908	T78709	D0C6BP
P08908	T78709	D00CCV
P08908	T78709	D03PIP
P08908	T78709	D03XKL
P08908	T78709	D06PKJ
P08908	T78709	D06OJI
P08908	T78709	D0MS3V
P08908	T78709	D0B5ST
P08908	T78709	D00WEQ
P08908	T78709	D04MVL
P08908	T78709	D09BJW
P08908	T78709	D0P6LN
P08908	T78709	D02AVN
P08908	T78709	D02SAF
P08908	T78709	D0S5ZY
P08908	T78709	D0I4VT
P08908	T78709	D02XXA
P08908	T78709	D0N0LZ
P08908	T78709	D02MVR
P08908	T78709	D02OZB
P08908	T78709	D0V5HV
P08908	T78709	D04CTN
P08908	T78709	D0T2RY
P08908	T78709	D09JOE
P08908	T78709	D0Q1HK
P08908	T78709	D0L5YC
P08908	T78709	D0PC2C
P08908	T78709	D0B2GS
P08908	T78709	D0D3OF
P08908	T78709	D0C9TZ
P08908	T78709	D01YBD
P08908	T78709	D0U1MN
P08908	T78709	D03PAH
P08908	T78709	D0R5QM
P08908	T78709	D08HOJ
P08908	T78709	D09YVA
P08908	T78709	D0KL1P
P08908	T78709	D02PLD
P08908	T78709	D0X4RC
P08908	T78709	D08YJP
P08908	T78709	D0TH8D
P08908	T78709	D03XYG
P08908	T78709	D09BYW
P08908	T78709	D0E2FY
P08908	T78709	D02YFZ
P08908	T78709	D03NWV
P08908	T78709	D0R3XC
P08908	T78709	D08VUQ
P08908	T78709	D07LSC
P08908	T78709	D0ND2Y
P08908	T78709	D0YG1E
P08908	T78709	D0O9HS
P08908	T78709	D03CEZ
P08908	T78709	D00QSV
P08908	T78709	D0I9FI
P08908	T78709	D00CGJ
P08908	T78709	D00FUS
P08908	T78709	D03DKG
P08908	T78709	D06JVZ
P08908	T78709	D0U4WG
P08908	T78709	D0RJ6R
P08908	T78709	D05IPO
P08908	T78709	D0R5GS
P08908	T78709	D0Q2PF
P08908	T78709	D0R1DP
P08908	T78709	D07BCO
P08908	T78709	D02FNU
P08908	T78709	D02ZPM
P08908	T78709	D07RPB
P08908	T78709	D0A6PL
P08908	T78709	D0R9PL
P08908	T78709	D0T0BS
P08908	T78709	D04UXX
P08908	T78709	D02CJA
P08908	T78709	D01DOY
P08908	T78709	D05AAM
P08908	T78709	D0S2WC
P08908	T78709	D0BN4Y
P08908	T78709	D0T8KF
P08908	T78709	D0O9EM
P08908	T78709	D0G5ZL
P08908	T78709	D03ZZH
P08908	T78709	D05DSK
P08908	T78709	D09WHM
P08908	T78709	D0G5TU
P08908	T78709	D0B7SP
P08908	T78709	D01QKR
P08908	T78709	D01XAR
P08908	T78709	D04HXS
P08908	T78709	D0U4FW
P08908	T78709	D08JAP
P08908	T78709	D08AWI
P08908	T78709	D0X2TO
P08908	T78709	D02VZP
P08908	T78709	D01DAW
P08908	T78709	D01YOC
P08908	T78709	D0M7LV
P08908	T78709	D0SG8X
P08908	T78709	D09BCJ
P08908	T78709	D0EO8F
P08908	T78709	D0E7FT
P08908	T78709	D0F4NB
P08908	T78709	D09CEY
P08908	T78709	D0F2NF
P08908	T78709	D0EH0C
P08908	T78709	D0Y2GJ
P08908	T78709	D0F8HS
P08908	T78709	D0K0GF
P08908	T78709	D00ZEG
P08908	T78709	D0C7WO
P08908	T78709	D00QOF
P08908	T78709	D09UMP
P08908	T78709	D00CQQ
P08908	T78709	D0OP8W
P08908	T78709	D09OOQ
P08908	T78709	D0P2QO
P08908	T78709	D0Z4FE
P08908	T78709	D0F6TD
P08908	T78709	D00KIE
P08908	T78709	D04FVD
P08908	T78709	D04JZP
P08908	T78709	D08FKX
P08908	T78709	D0R8GR
P08908	T78709	D0T6BA
P08908	T78709	D00CVJ
P08908	T78709	D05XEA
P08908	T78709	D0S8DU
P08908	T78709	D0SQ6A
P08908	T78709	D0E2IN
P08908	T78709	D0W5EH
P08908	T78709	D04ZKY
P08908	T78709	D02OJC
P08908	T78709	D0X6XH
P08908	T78709	D0U2OO
P08908	T78709	D07NJI
P08908	T78709	D0K0VO
P08908	T78709	D03SFU
P08908	T78709	D00USF
P08908	T78709	D0P0OU
P08908	T78709	D0S9CB
P08908	T78709	D0X6BV
P08908	T78709	D02OKK
P08908	T78709	D0L9SN
P08908	T78709	D00KZF
P08908	T78709	D03QMR
P08908	T78709	D0K9JP
P08908	T78709	D03ITI
P08908	T78709	D01RCS
P08908	T78709	D01WJZ
P08908	T78709	D0Z7AW
P08908	T78709	D0M1UF
P08908	T78709	D0M9LM
P08908	T78709	D0Z9WY
P08908	T78709	D0T7HK
P08908	T78709	D0F9TY
P08908	T78709	D0MT8G
P28222	T07806	D06FKC
P28222	T07806	D0D9YW
P28222	T07806	D0QM3E
P28222	T07806	D0R3GW
P28222	T07806	D03DET
P28222	T07806	D0V9XE
P28222	T07806	D0V5HV
P28222	T07806	D01HRV
P28222	T07806	D0D3PZ
P28222	T07806	D01APL
P28222	T07806	D0K0FI
P28222	T07806	D0O3GF
P28222	T07806	D0Y4MC
P28222	T07806	D0B6WH
P28222	T07806	D0A2SY
P28222	T07806	D00TYX
P28222	T07806	D03TDN
P28222	T07806	D04TVG
P28222	T07806	D0J3ZK
P28222	T07806	D0O8QJ
P28222	T07806	D0P6IV
P28222	T07806	D0H6KD
P28222	T07806	D00CRA
P28222	T07806	D0C3EX
P28222	T07806	D02UWB
P28222	T07806	D0H3KU
P28222	T07806	D0KQ9H
P28222	T07806	D0F6CD
P28222	T07806	D0A8NB
P28222	T07806	D04DLR
P28222	T07806	D09PIN
P28222	T07806	D06VPR
P28222	T07806	D03MVY
P28222	T07806	D0W2YN
P28222	T07806	D0PN8D
P28222	T07806	D0K9MT
P28222	T07806	D03XAE
P28222	T07806	D03KPA
P28222	T07806	D0LG8A
P28222	T07806	D09AVG
P28222	T07806	D0L5MW
P28222	T07806	D0F9QT
P28222	T07806	D0UO9T
P28222	T07806	D0K4PN
P28222	T07806	D0E4HZ
P28222	T07806	D02ZPM
P28222	T07806	D06DZI
P28222	T07806	D0Q1ER
P28222	T07806	D0G5ML
P28222	T07806	D03SFN
P28222	T07806	D09WCE
P28222	T07806	D0Y0RW
P28222	T07806	D0C1ZO
P28222	T07806	D0O2XJ
P28222	T07806	D0T3KI
P28222	T07806	D0UA0I
P28222	T07806	D02DMQ
P28222	T07806	D03NTJ
P28222	T07806	D06FPQ
P28222	T07806	D0NG7O
P28222	T07806	D0P5SA
P28222	T07806	D02ZSO
P28221	T11072	D0C5GF
P28221	T11072	D0D9YW
P28221	T11072	D0QM3E
P28221	T11072	D0R3GW
P28221	T11072	D03DET
P28221	T11072	D0V5HV
P28221	T11072	D01HRV
P28221	T11072	D0D3PZ
P28221	T11072	D0CK9K
P28221	T11072	D0L9ZQ
P28221	T11072	D01APL
P28221	T11072	D0J6JT
P28221	T11072	D0K0FI
P28221	T11072	D08PJK
P28221	T11072	D0N8BJ
P28221	T11072	D0O3GF
P28221	T11072	D0Y4MC
P28221	T11072	D0B6WH
P28221	T11072	D0A2SY
P28221	T11072	D09OYA
P28221	T11072	D00TYX
P28221	T11072	D03TDN
P28221	T11072	D04TVG
P28221	T11072	D0SP2J
P28221	T11072	D0H6KD
P28221	T11072	D00CRA
P28221	T11072	D02UWB
P28221	T11072	D0V7OO
P28221	T11072	D0KQ9H
P28221	T11072	D0F6CD
P28221	T11072	D08BCF
P28221	T11072	D0V3XU
P28221	T11072	D0V4RP
P28221	T11072	D06VPR
P28221	T11072	D02EPZ
P28221	T11072	D0P4KF
P28221	T11072	D0D2PL
P28221	T11072	D03MVY
P28221	T11072	D0W2YN
P28221	T11072	D0PN8D
P28221	T11072	D0K9MT
P28221	T11072	D0C3EX
P28221	T11072	D03XAE
P28221	T11072	D03KPA
P28221	T11072	D0Y9TL
P28221	T11072	D08VGJ
P28221	T11072	D0LG8A
P28221	T11072	D0XX2U
P28221	T11072	D04TPO
P28221	T11072	D01KAX
P28221	T11072	D09AVG
P28221	T11072	D0L5MW
P28221	T11072	D06PKJ
P28221	T11072	D06OJI
P28221	T11072	D00WEQ
P28221	T11072	D02AVN
P28221	T11072	D02SAF
P28221	T11072	D02OZB
P28221	T11072	D09JOE
P28221	T11072	D0B2GS
P28221	T11072	D0D3OF
P28221	T11072	D08HOJ
P28221	T11072	D09YVA
P28221	T11072	D02PLD
P28221	T11072	D0X4RC
P28221	T11072	D08YJP
P28221	T11072	D0TH8D
P28221	T11072	D0E2FY
P28221	T11072	D02YFZ
P28221	T11072	D03NWV
P28221	T11072	D07LSC
P28221	T11072	D0ND2Y
P28221	T11072	D0YG1E
P28221	T11072	D03CEZ
P28221	T11072	D00QSV
P28221	T11072	D0I9FI
P28221	T11072	D00CGJ
P28221	T11072	D00FUS
P28221	T11072	D0UO9T
P28221	T11072	D0T1SF
P28221	T11072	D0G1RT
P28221	T11072	D0Q7TH
P28221	T11072	D06DZI
P28221	T11072	D0G5ML
P28221	T11072	D08XWZ
P28221	T11072	D03JSS
P28221	T11072	D03SWH
P28221	T11072	D00QXV
P28221	T11072	D0SU1F
P28221	T11072	D03SFN
P28221	T11072	D09WCE
P28221	T11072	D01BPF
P28221	T11072	D0Y0RW
P28221	T11072	D0E8IZ
P28221	T11072	D04FVD
P28221	T11072	D0O2XJ
P28221	T11072	D00CVJ
P28221	T11072	D0Z6UC
P28221	T11072	D0S9MU
P28221	T11072	D0P0SM
P28221	T11072	D0UA0I
P28221	T11072	D02DMQ
P28221	T11072	D06FPQ
P28221	T11072	D0NG7O
P28221	T11072	D00NLD
P28221	T11072	D02ZSO
P28221	T11072	D0MT8G
P28566	T84117	D0V5HV
P28566	T84117	D0CK9K
P28566	T84117	D01APL
P28566	T84117	D0J6JT
P28566	T84117	D0N8BJ
P28566	T84117	D0Y4MC
P28566	T84117	D09OYA
P28566	T84117	D03TDN
P28566	T84117	D04TVG
P28566	T84117	D00CRA
P28566	T84117	D03RHW
P28566	T84117	D02UWB
P28566	T84117	D05DAG
P28566	T84117	D0Q5SL
P28566	T84117	D0S2BB
P28566	T84117	D0UA0I
P30939	T78656	D0V5HV
P30939	T78656	D0D3PZ
P30939	T78656	D09OYA
P30939	T78656	D03TDN
P30939	T78656	D04TVG
P30939	T78656	D00CRA
P30939	T78656	D0BW9V
P30939	T78656	D03RHW
P30939	T78656	D02UWB
P30939	T78656	D0O9TT
P30939	T78656	D06VPR
P30939	T78656	D09GHO
P30939	T78656	D01NQM
P30939	T78656	D0UA0I
P28223	T32060	D0F5NJ
P28223	T32060	D0L9GR
P28223	T32060	D0M2JA
P28223	T32060	D0P1XQ
P28223	T32060	D0C5GF
P28223	T32060	D0KH5R
P28223	T32060	D0D9YW
P28223	T32060	D0DY5G
P28223	T32060	D05NWH
P28223	T32060	D00EMF
P28223	T32060	D0ZP2D
P28223	T32060	D0ZF1W
P28223	T32060	D0V5SQ
P28223	T32060	D0C2NK
P28223	T32060	D0V5HV
P28223	T32060	D0N7HY
P28223	T32060	D0Z1OF
P28223	T32060	D0X4PH
P28223	T32060	D0W7GQ
P28223	T32060	D0XP5P
P28223	T32060	D02IEO
P28223	T32060	D0H0PL
P28223	T32060	D04NAL
P28223	T32060	D0L0SF
P28223	T32060	D02XAX
P28223	T32060	D0J6JT
P28223	T32060	D0Y4MC
P28223	T32060	D09HJL
P28223	T32060	D09OYA
P28223	T32060	D0G7NW
P28223	T32060	D0T3IH
P28223	T32060	D04TVG
P28223	T32060	D0SP2J
P28223	T32060	D00ZCU
P28223	T32060	D00FJT
P28223	T32060	D07LJH
P28223	T32060	D08AGH
P28223	T32060	D02UWB
P28223	T32060	D0I4ME
P28223	T32060	D07LRJ
P28223	T32060	D00GOY
P28223	T32060	D01NTM
P28223	T32060	D0F6CD
P28223	T32060	D08BCF
P28223	T32060	D03TDN
P28223	T32060	D0V3XU
P28223	T32060	D05EQG
P28223	T32060	D03DLZ
P28223	T32060	D09CKT
P28223	T32060	D0V4RP
P28223	T32060	D04AQE
P28223	T32060	D0R8VT
P28223	T32060	D0AP6N
P28223	T32060	D00APD
P28223	T32060	D00OCV
P28223	T32060	D06ABJ
P28223	T32060	D0ZZ4Z
P28223	T32060	D05SWY
P28223	T32060	D0T8UR
P28223	T32060	D0W8EB
P28223	T32060	D08GJS
P28223	T32060	D07GQP
P28223	T32060	D0P0IX
P28223	T32060	D0W2YN
P28223	T32060	D0R5WB
P28223	T32060	D08CZT
P28223	T32060	D0E6NW
P28223	T32060	D02JPD
P28223	T32060	D07GBV
P28223	T32060	D0Q1ZC
P28223	T32060	D0K6VR
P28223	T32060	D04UCV
P28223	T32060	D0F1FN
P28223	T32060	D0U5HQ
P28223	T32060	D01WNO
P28223	T32060	D0C1SE
P28223	T32060	D08EFH
P28223	T32060	D08XGI
P28223	T32060	D0S8KA
P28223	T32060	D0H5XR
P28223	T32060	D00NST
P28223	T32060	D05JIO
P28223	T32060	D0Q9KP
P28223	T32060	D0XX7J
P28223	T32060	D0O5KK
P28223	T32060	D0T7RY
P28223	T32060	D0Y9TL
P28223	T32060	D08VGJ
P28223	T32060	D0LG8A
P28223	T32060	D08JCU
P28223	T32060	D09HFT
P28223	T32060	D0U3GZ
P28223	T32060	D08MNG
P28223	T32060	D0F5WP
P28223	T32060	D01KAX
P28223	T32060	D0Y0SA
P28223	T32060	D01BGW
P28223	T32060	D0N8YG
P28223	T32060	D04YCJ
P28223	T32060	D01SJL
P28223	T32060	D0I9RW
P28223	T32060	D0C5XQ
P28223	T32060	D0M1YU
P28223	T32060	D0OG0R
P28223	T32060	D07XTU
P28223	T32060	D0B3WX
P28223	T32060	D05YFZ
P28223	T32060	D03VUU
P28223	T32060	D0S0WX
P28223	T32060	D0C7FL
P28223	T32060	D01HJZ
P28223	T32060	D02GNN
P28223	T32060	D02SDX
P28223	T32060	D04SCQ
P28223	T32060	D05RKS
P28223	T32060	D0S3WR
P28223	T32060	D0A6LB
P28223	T32060	D0L5MW
P28223	T32060	D0K8DY
P28223	T32060	D0F9QT
P28223	T32060	D04KGP
P28223	T32060	D0I2WQ
P28223	T32060	D0R8PL
P28223	T32060	D00YEB
P28223	T32060	D0B1GJ
P28223	T32060	D07CZJ
P28223	T32060	D0C6BP
P28223	T32060	D00CCV
P28223	T32060	D03PIP
P28223	T32060	D03XKL
P28223	T32060	D01CXD
P28223	T32060	D0ZZ4S
P28223	T32060	D03IWX
P28223	T32060	D0B9ZK
P28223	T32060	D05ULV
P28223	T32060	D0J2UA
P28223	T32060	D0NM6R
P28223	T32060	D0J2ID
P28223	T32060	D0U7UD
P28223	T32060	D0Q9FU
P28223	T32060	D0KU6D
P28223	T32060	D00LXH
P28223	T32060	D0Q3OK
P28223	T32060	D0J8RI
P28223	T32060	D08FUK
P28223	T32060	D00AVR
P28223	T32060	D08OFG
P28223	T32060	D0V5OY
P28223	T32060	D08ZWM
P28223	T32060	D06PKJ
P28223	T32060	D06OJI
P28223	T32060	D0I6KF
P28223	T32060	D0W1CC
P28223	T32060	D0L8MR
P28223	T32060	D03JEW
P28223	T32060	D05LJF
P28223	T32060	D0I8MP
P28223	T32060	D00WEQ
P28223	T32060	D0AW4X
P28223	T32060	D01TSX
P28223	T32060	D02SAF
P28223	T32060	D0S5ZY
P28223	T32060	D0I4VT
P28223	T32060	D0N0LZ
P28223	T32060	D02OZB
P28223	T32060	D0T2RY
P28223	T32060	D09JOE
P28223	T32060	D0B2GS
P28223	T32060	D0D3OF
P28223	T32060	D01YBD
P28223	T32060	D08CNN
P28223	T32060	D04TWX
P28223	T32060	D0U1MN
P28223	T32060	D03PAH
P28223	T32060	D01TOU
P28223	T32060	D0R5QM
P28223	T32060	D01CGM
P28223	T32060	D08HOJ
P28223	T32060	D09YVA
P28223	T32060	D05USH
P28223	T32060	D0V7YD
P28223	T32060	D0X4RC
P28223	T32060	D0TH8D
P28223	T32060	D0BI5Y
P28223	T32060	D0L0MU
P28223	T32060	D02SFJ
P28223	T32060	D03XYG
P28223	T32060	D0Q6PI
P28223	T32060	D0S0PA
P28223	T32060	D0R3XC
P28223	T32060	D03LPH
P28223	T32060	D0YG1E
P28223	T32060	D0V6XA
P28223	T32060	D0J3SN
P28223	T32060	D0L8ND
P28223	T32060	D04SIT
P28223	T32060	D0IX1V
P28223	T32060	D0EH5Z
P28223	T32060	D0Y1UV
P28223	T32060	D08XYR
P28223	T32060	D0ZQ3Q
P28223	T32060	D08VLD
P28223	T32060	D00NSA
P28223	T32060	D05GDP
P28223	T32060	D0Y1GL
P28223	T32060	D0Q3VI
P28223	T32060	D0G2EF
P28223	T32060	D07QMR
P28223	T32060	D00SNJ
P28223	T32060	D0FK5Z
P28223	T32060	D01GWH
P28223	T32060	D0C0LG
P28223	T32060	D09FZD
P28223	T32060	D06BAC
P28223	T32060	D00QSV
P28223	T32060	D0I9FI
P28223	T32060	D00CGJ
P28223	T32060	D00FUS
P28223	T32060	D0F1CP
P28223	T32060	D0A3OF
P28223	T32060	D00PXQ
P28223	T32060	D0F6XR
P28223	T32060	D05KHN
P28223	T32060	D0EN4G
P28223	T32060	D0V4JO
P28223	T32060	D05RMW
P28223	T32060	D0N5NM
P28223	T32060	D0A8IE
P28223	T32060	D0Z4QV
P28223	T32060	D0B4JL
P28223	T32060	D02SKA
P28223	T32060	D0S5ZJ
P28223	T32060	D0V7MA
P28223	T32060	D01ESB
P28223	T32060	D0OQ3L
P28223	T32060	D0X2TO
P28223	T32060	D0K8NW
P28223	T32060	D05MFO
P28223	T32060	D0B1GX
P28223	T32060	D0E6UA
P28223	T32060	D0M7LV
P28223	T32060	D09BCJ
P28223	T32060	D0EO8F
P28223	T32060	D0F4NB
P28223	T32060	D0R9KG
P28223	T32060	D06NOF
P28223	T32060	D02JGD
P28223	T32060	D0A7KI
P28223	T32060	D0N4NJ
P28223	T32060	D0C7WO
P28223	T32060	D0AI8V
P28223	T32060	D03IGB
P28223	T32060	D00TLM
P28223	T32060	D01FQR
P28223	T32060	D0GJ7B
P28223	T32060	D05XEA
P28223	T32060	D0SQ6A
P28223	T32060	DDI6B0
P28223	T32060	D9I3WE
P28223	T32060	D0L7TA
P28223	T32060	D08GJH
P28223	T32060	D0HZ2E
P28223	T32060	D0Q0EF
P28223	T32060	D04PLI
P28223	T32060	D02YVM
P28223	T32060	D0NN8N
P28223	T32060	D0G6VL
P28223	T32060	D0UA0I
P28223	T32060	D02DPU
P28223	T32060	D0T6QX
P28223	T32060	D01QGX
P28223	T32060	D0J8JP
P28223	T32060	D0S9CB
P28223	T32060	D0M8VE
P28223	T32060	D1CWL0
P28223	T32060	D0B4BN
P28223	T32060	D0PA6K
P28223	T32060	D0K9JP
P28223	T32060	D0ES4S
P28223	T32060	D07MWD
P28223	T32060	D01RCS
P28223	T32060	D01WJZ
P28223	T32060	D08CJK
P28223	T32060	D0FR1P
P28223	T32060	D0N2VA
P28223	T32060	D0SE9K
P28223	T32060	D08DJY
P28223	T32060	D0U9UH
P28223	T32060	D0J7SD
P28223	T32060	D0OR4G
P28223	T32060	D02GTU
P28223	T32060	D06RIO
P28223	T32060	D09WFK
P28223	T32060	D0J4AZ
P28223	T32060	D0B7NS
P28223	T32060	D0P9VX
P28223	T32060	D0WC8M
P28223	T32060	D0O3BR
P28223	T32060	D0BU6K
P28223	T32060	D00PLP
P28223	T32060	D0R6HF
P28223	T32060	D00YGY
P28223	T32060	D0KM0T
P28223	T32060	D0N8PF
P28223	T32060	D0M1UF
P28223	T32060	D0AQ1T
P28223	T32060	D0Z9WY
P28223	T32060	D0H5XC
P28223	T32060	D03IAB
P28223	T32060	D0DW6V
P28223	T32060	D0H8IH
P28223	T32060	D0HY3K
P28223	T32060	D0JT3F
P28223	T32060	D0ZF0Z
P41595	T31204	D0F5NJ
P41595	T31204	D0GM9E
P41595	T31204	D0Y4WR
P41595	T31204	D04AZE
P41595	T31204	D0KH5R
P41595	T31204	D0D9YW
P41595	T31204	D0DY5G
P41595	T31204	D05NWH
P41595	T31204	D00EMF
P41595	T31204	D0V5SQ
P41595	T31204	D0MU4A
P41595	T31204	D0N6AY
P41595	T31204	D0C2NK
P41595	T31204	D0V5HV
P41595	T31204	D0UI3L
P41595	T31204	D0N7HY
P41595	T31204	D0W7GQ
P41595	T31204	D02XAX
P41595	T31204	D07GXY
P41595	T31204	D0J6JT
P41595	T31204	D0N8BJ
P41595	T31204	D09HJL
P41595	T31204	D09OYA
P41595	T31204	D07HQZ
P41595	T31204	D0U8OK
P41595	T31204	D0Z7EA
P41595	T31204	D0H3MO
P41595	T31204	D0U7BH
P41595	T31204	D03TDN
P41595	T31204	D04TVG
P41595	T31204	D00ZCU
P41595	T31204	D07LJH
P41595	T31204	D00CRA
P41595	T31204	D02UWB
P41595	T31204	D00GOY
P41595	T31204	D01NTM
P41595	T31204	D0F6CD
P41595	T31204	D0V3XU
P41595	T31204	D0R8VT
P41595	T31204	D0AP6N
P41595	T31204	D00APD
P41595	T31204	D06ABJ
P41595	T31204	D0ZZ4Z
P41595	T31204	D05SWY
P41595	T31204	D0T8UR
P41595	T31204	D0W8EB
P41595	T31204	D08GJS
P41595	T31204	D0S8KA
P41595	T31204	D0E6NW
P41595	T31204	D08EFH
P41595	T31204	D0H5XR
P41595	T31204	D0XX7J
P41595	T31204	D0O5KK
P41595	T31204	D0T7RY
P41595	T31204	D0LG8A
P41595	T31204	D0F5WP
P41595	T31204	D01KAX
P41595	T31204	D0Y0SA
P41595	T31204	D01BGW
P41595	T31204	D0N8YG
P41595	T31204	D04YCJ
P41595	T31204	D01SJL
P41595	T31204	D0I9RW
P41595	T31204	D0C5XQ
P41595	T31204	D0N6OL
P41595	T31204	D01NOZ
P41595	T31204	D0M1YU
P41595	T31204	D07XTU
P41595	T31204	D0L5MW
P41595	T31204	D0F9QT
P41595	T31204	D0T2RY
P41595	T31204	D0Z7GS
P41595	T31204	D07RIQ
P41595	T31204	D0O7MW
P41595	T31204	D0QF4Z
P41595	T31204	D0K8NW
P41595	T31204	D02FEA
P41595	T31204	D0W4XY
P41595	T31204	D02BRJ
P41595	T31204	DRL5Y7
P41595	T31204	D05NOS
P41595	T31204	D0W8SJ
P41595	T31204	D0UA0I
P41595	T31204	D0B4BN
P41595	T31204	D03YPJ
P41595	T31204	D0PA6K
P41595	T31204	D0U9UH
P41595	T31204	D08DJY
P41595	T31204	D0SE9K
P41595	T31204	D0N2VA
P41595	T31204	D0P9VX
P41595	T31204	D0B7NS
P41595	T31204	D00YGY
P41595	T31204	D01LVT
